Country Code,Country Name,Year,fdi_inflows_percent_gdp,inflation,government_consumption_percent_gdp,exports_percent_gdp,gross_fixed_capital_formation,imports_percent_gdp,gdp_growth,gdp_per_capita,unemployment,population_growth,trade_openness
BGR,Bulgaria,2001,5.73133418235157,7.36093927231841,19.3684612889497,34.8813225778741,19.2659191386409,44.2000598236182,3.82370222571771,3937.90285118373,19.921,-1.99063220438276,79.0813824014923
BGR,Bulgaria,2002,5.51491322727398,5.81014365721826,19.1781539916002,33.6473094348292,18.9772762631082,41.6223119808917,5.87193134676191,4260.62251956893,18.11,-2.17069878030004,75.2696214157209
BGR,Bulgaria,2003,9.91575177653408,2.34864169582758,20.1105865016757,34.4169484471671,19.8051414571743,44.5969409799972,5.23715282493174,4519.415326977,13.733,-0.79211363763553,79.0138894271643
BGR,Bulgaria,2004,11.7456390264716,6.14713074246267,19.3619048654348,40.9566423668749,20.9507199957922,52.1072623241547,6.5104241389717,4850.11917184577,12.037,-0.754796951273604,93.0639046910296
BGR,Bulgaria,2005,13.7197787160527,5.0388380711191,18.1535654751334,42.5295693164729,25.665167926945,57.1846555575481,7.05634916258309,5231.60538607098,10.083,-0.752977445493645,99.714224874021
BGR,Bulgaria,2006,22.9027065931613,7.26159462769947,18.1469428238521,46.9778773164501,27.4377526468047,64.0695824401991,6.80259262432862,5630.08907245392,8.951,-0.759505915531059,111.0474597566492
BGR,Bulgaria,2007,31.2270329208635,8.40253419005893,16.6883279559759,52.355044143842,28.2888070189046,71.1775345471972,6.65438512368812,6049.05136726418,6.878,-0.735282283991309,123.53257869103919
BGR,Bulgaria,2008,18.8987994198003,12.3487195994021,17.149829991601,52.4776647091195,32.9796238269343,72.2110966729108,6.12955885899744,6465.05231071194,5.609,-0.70192274454598,124.6887613820303
BGR,Bulgaria,2009,7.48977436208207,2.75320223914819,16.7393593873644,42.2188508571578,27.7810120397127,50.4737901978425,-3.34714308501542,6289.04666609216,6.817,-0.644281362547054,92.6926410550003
BGR,Bulgaria,2010,3.63551033232729,2.43899060504117,16.5024398513396,50.0980440473078,22.1822277133818,53.2824743794128,1.55536266288017,6429.04599233108,10.279,-0.658275446635908,103.3805184267206
BGR,Bulgaria,2011,3.64711376075685,4.21990346601872,15.8499839968092,58.7882035798738,20.8392475385511,58.6298978370571,2.09017598337418,6605.64616736859,11.26,-0.641228920515067,117.41810141693091
BGR,Bulgaria,2012,3.29303083433452,2.95456829831012,15.7909652687559,60.3462746841439,21.1224409741849,63.6250486781263,0.748814556346105,6693.76983060797,12.27,-0.579220596364389,123.9713233622702
BGR,Bulgaria,2013,3.56317557891608,0.890093540913096,17.0826046634035,64.5649783748892,21.182526702151,65.1237066289559,-0.542753400392826,6793.08253592745,12.941,-2.01699190933907,129.68868500384508
BGR,Bulgaria,2014,1.91577938000482,-1.4181838026484,16.8330763800351,64.5508065016037,21.0608601504587,65.6975656232676,0.949449772002041,6941.37319825776,11.424,-1.21450935947823,130.2483721248713
BGR,Bulgaria,2015,4.37552708346678,-0.104633261008479,16.0891423720718,63.7864222949735,20.8597785000503,62.9502299937151,3.39755351999294,7269.02586513711,9.143,-1.2711551188344,126.73665228868859
BGR,Bulgaria,2016,2.759819403762,-0.798649886453617,15.5888635959359,63.860933447808,18.4104650796433,58.9445856233192,3.02662820096305,7586.89174668116,7.575,-1.29824041616821,122.80551907112721
BGR,Bulgaria,2017,3.39237322223916,2.06159619443141,15.5845799103963,66.9905235648426,18.3038060671112,62.643910209195,2.74592737750996,7899.11056589871,6.164,-1.32391481752631,129.6344337740376
BGR,Bulgaria,2018,2.73803840992463,2.81454473824838,16.4797936217294,65.9187137701145,18.8299243206579,63.2477884611298,2.33015054210419,8194.79296320014,5.211,-1.3714611289258,129.1665022312443
BGR,Bulgaria,2019,3.24216894514095,3.10372944796771,16.8038894133194,64.300587723502,18.7188384588386,60.9598273515844,3.79331964589196,8626.5750265742,4.148,-1.41171852077109,125.2604150750864
BGR,Bulgaria,2020,3.97413959442467,1.67244096855756,19.325113473238,56.4751259038113,18.9959627554221,53.9487771785214,-3.13323543125917,8440.51416964556,5.037,-1.00293821352921,110.4239030823327
BGR,Bulgaria,2021,2.52871196630769,3.29774435299506,18.8940300089666,61.8496078917309,16.2822581869354,59.3644831208726,7.82817310703665,9161.94541759347,5.166,-0.664652622488209,121.21409101260349
BGR,Bulgaria,2022,5.24634717472155,15.3252589264367,18.2795516295074,69.9794718032462,17.0042274007414,68.8654009670208,4.08386398118941,9598.35828571579,4.148,-0.650676134087796,138.844872770267
BGR,Bulgaria,2023,5.05862477510411,9.44284140088564,18.4562141617699,62.0049746360507,18.7284540045901,57.8945312158656,1.68151075832925,9787.76510584614,4.319,-0.286577641861364,119.8995058519163
BGR,Bulgaria,2024,2.69152439380972,2.44651943006079,19.7573359347068,56.3699636895975,18.3125443566691,53.856354041725,3.38708962009333,10127.4152566236,4.2,-0.0803071609561488,110.2263177313225
BGR,Bulgaria,2025,3.7338455582314,4.58084355235697,20.8235359898362,50.738480678418,20.1322595150941,51.7757828295128,3.0963663917961,10454.1739579477,3.536,-0.126123118551665,102.51426350793079
CYP,Cyprus,1995,2.44773444158473,2.61581787956336,12.4714862570759,66.7632937695315,25.2015448701961,67.6272202950778,8.36246885710111,19453.837890625,2.6,2.11187434623439,134.3905140646093
CYP,Cyprus,1996,2.33471280264574,2.97892486481266,13.2076010815721,70.2076672511647,24.0682870196313,70.6413161934037,1.24854147527125,19385.27734375,3.1,2.01901883303889,140.84898344456838
CYP,Cyprus,1997,5.72402307066318,3.6053444436463,14.8481477434291,69.185609012311,24.5542958176662,70.5773675916753,2.64093066351474,19617.17578125,3.4,1.94374848704265,139.76297660398632
CYP,Cyprus,1998,3.37019212736607,2.22770732654316,16.1052493664581,68.6974814727821,19.6816390333583,66.2122552879049,6.11088294947106,20562.287109375,3.3,1.87410706426377,134.909736760687
CYP,Cyprus,1999,7.74491774842636,1.62999999999997,16.1885658619995,66.9264639996054,21.337606714648,64.2828693446888,4.99795469482918,21349.740234375,5.532,1.80806341864318,131.2093333442942
CYP,Cyprus,2000,8.56085877135346,4.14165764702055,15.2364552886536,69.9628239174311,20.0836358035085,67.532079331125,5.96530445494226,22383.955078125,4.766,1.74925863858297,137.4949032485561
CYP,Cyprus,2001,9.08590170377257,1.97304191729917,16.0963232290957,68.2088550711651,19.0227236079028,63.6402127969492,3.95256258200938,23019.240234375,4.043,1.72198539478757,131.8490678681143
CYP,Cyprus,2002,9.66223830535239,2.80115505180745,16.7886976534048,62.4053067776663,20.947638628419,61.2360253457133,3.72297491128981,23604.177734375,3.336,1.77978522540643,123.6413321233796
